 ,X,Y
151,1412.5000,1469.5000
152,88.7500,8.6250
153,89.8750,4.5000
154,102.0000,34.7500
155,102.0000,29.5000
156,102.0000,27.2500
157,102.0000,24.7500
158,102.0000,21.0000
159,101.5000,17.5000
160,1441.0000,1865.5000
161,1393.1666,1827.8334
162,1368.5000,1786.5000
163,1368.1666,1736.1666
164,1368.1666,1687.8334
165,1374.8333,1638.5000
166,1388.1666,1586.5000
167,1411.5000,1531.5000
168,1462.5000,1476.8334
169,101.2500,7.2500
170,101.7500,4.0000
171,105.1667,34.9167
172,105.2500,34.3333
173,105.1250,33.8750
174,105.1250,33.2917
175,105.0000,32.7500
176,105.0000,32.0000
177,104.9583,31.1250
178,1411.5000,1834.0000
179,1402.3333,1790.0000
180,1400.5000,1739.8334
181,1401.6666,1691.8334
182,1404.6666,1641.8334
183,1420.5000,1592.2500
184,1441.5000,1538.0000
185,1490.5000,1481.5000
186,109.6250,10.1250
187,109.6250,7.2500
188,112.1250,35.8750
189,112.1250,34.1250
190,112.1250,32.8750
191,112.0000,31.6250
192,112.0000,30.7500
193,112.0000,29.8750
194,111.7500,28.6250
195,1433.2500,1843.5000
196,1429.2500,1795.2500
197,1428.0000,1745.7500
198,1426.5000,1698.0000
199,1433.2500,1648.0000
200,1441.5000,1598.2500
201,1458.7500,1545.0000
202,1498.8333,1491.5000
203,117.1667,7.5000
204,117.8333,5.5000
205,127.5000,29.0000
206,127.5000,32.0000
207,1513.1666,2081.1667
208,1496.5000,2042.5000
209,1479.5000,1990.8334
210,1468.1666,1942.1666
211,1462.5000,1895.1666
212,1457.8333,1848.8334
213,1456.5000,1800.1666
214,1454.1666,1750.8334
215,1455.1666,1704.1666
216,1465.1666,1653.1666
217,1471.1666,1602.8334
218,1481.5000,1551.8334
219,1511.1666,1496.8334
220,126.2500,12.2500
221,129.5000,8.2500
222,1574.5000,2165.0000
223,1553.0000,2129.5000
224,1533.0000,2086.0000
225,1519.5000,2042.0000
226,1506.5000,1992.2500
227,1498.5000,1947.0000
228,1491.7500,1899.5000
229,1493.5000,1853.2500
230,1490.7500,1803.7500
231,1487.7500,1754.7500
232,1491.0000,1706.7500
233,1498.7500,1657.0000
234,1507.5000,1609.7500
235,1515.2500,1556.7500
236,1536.5000,1503.0000
237,1577.3750,1449.0000
238,136.5000,5.4167
239,1615.5000,2174.1667
240,1587.1666,2135.5000
241,1567.1666,2089.5000
242,1554.1666,2046.8334
243,1542.8333,1996.8334
244,1533.5000,1949.8334
245,1529.5000,1903.1666
246,1528.1666,1855.5000
247,1526.5000,1807.5000
248,1525.5000,1758.8334
249,1527.5000,1710.8334
250,1537.1666,1660.8334
251,1545.5000,1611.8334
252,1553.8333,1560.5000
253,1577.5000,1507.5000
254,141.1667,6.0000
255,141.1667,9.5000
256,1659.5000,2178.8333
257,1631.5000,2138.8333
258,1613.8333,2091.8333
259,1596.5000,2049.5000
260,1583.5000,1999.8334
261,1578.8333,1952.8334
262,1571.5000,1906.5000
263,1568.1666,1853.1666
264,1567.8333,1808.8334
265,1566.1666,1760.8334
266,1570.8333,1711.8334
267,1580.5000,1660.8334
268,1585.8333,1612.8334
269,1607.1666,1558.1666
270,149.2500,11.7500
271,149.7500,9.5000
272,149.7500,6.0000
273,1714.8333,2182.5000
274,1683.1666,2141.5000
275,1658.8333,2093.5000
276,1644.1666,2051.1667
277,1631.1666,2003.1666
278,1622.5000,1954.8334
279,1618.1666,1907.5000
280,1613.5000,1860.8334
281,1612.5000,1812.1666
282,1612.5000,1760.8334
283,1614.1666,1714.1666
284,1623.1666,1663.5000
285,1633.1666,1610.8334
286,155.9167,12.1667
287,155.1667,9.5000
288,155.3333,7.5833
289,155.5833,4.9167
290,1770.5000,2176.0000
291,1739.0000,2140.5000
292,1713.0000,2098.0000
293,1696.5000,2053.0000
294,1682.5000,2004.0000
295,1676.5000,1955.5000
296,1674.0000,1908.0000
297,1671.5000,1862.0000
298,1672.0000,1811.0000
299,1676.5000,1761.0000
300,1682.0000,1714.5000
301,160.7500,13.2500
302,160.8333,11.3333
303,160.8333,9.9167
304,161.0833,7.6667
305,161.2500,5.5000
306,161.0000,3.1667
307,170.5000,33.7500
308,1807.1666,2137.5000
309,1796.8333,2096.1667
310,1790.1666,2049.5000
311,1772.1666,1995.8334
312,1758.5000,1947.0000
313,1749.0000,1901.5000
314,175.4167,15.3333
315,175.4167,14.5833
316,175.4167,13.5833
317,175.5000,12.7500
318,175.5000,11.8333
319,175.5000,10.6667
320,175.5000,9.5833
321,175.5000,8.4167
322,175.5000,7.4167
323,175.5000,5.7500
